Topic_ID,Topic_Keywords,Ticker,Company_Name,Relevance_Score,Mentions,Mentioned_As,Day_Trade_Score,Day_Trade_Rating,Swing_Trade_Score,Swing_Trade_Rating,Position_Trade_Score,Position_Trade_Rating,LongTerm_Score,LongTerm_Rating,Current_Price,Change_1D,Change_1W,Change_1M,Change_3M,Change_1Y,Volume_Spike_Ratio,RSI_14,Price_vs_MA50,Price_vs_MA200,PE_Ratio,PEG_Ratio,Dividend_Yield,Profit_Margin,ROE
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",S,"SentinelOne, Inc.",1.253,195,s (195x),0.4593520656816932,⚡ VOLATILE,0.4073343006598474,⚠️ MIXED SIGNALS,0.3065799518336406,❌ SELL/AVOID,0.6125,✋ FAIR,17.65,1.61,2.98,-2.70,-9.76,-32.79,0.98,47.3,-0.27,-7.27,,,,-47.32,-27.33
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",QMCO,Quantum Corporation,1.178,275,quantum (275x),0.5610169110201295,⚡ VOLATILE,0.6534792373093872,📈 BULLISH SETUP,0.48296414083625994,⚠️ CAUTION,0.5,⚠️ BELOW AVERAGE,10.46,2.05,1.06,8.73,17.79,110.89,1.07,42.9,11.48,-17.27,,,,-42.24,
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",A,"Agilent Technologies, Inc.",1.129,306,a (306x),0.3129949820389022,📊 CHOPPY,0.7481814512361279,📈 BULLISH SETUP,0.762041541669024,💎 STRONG BUY,0.7375,👍 GOOD,148.03,0.39,3.52,21.69,23.42,14.63,0.80,65.1,13.80,20.35,34.51,,67.00,17.97,19.88
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",IOT,Samsara Inc.,1.025,38,iot (38x),0.4852496901020277,⚡ VOLATILE,0.661472242123003,📈 BULLISH SETUP,0.4269852795487862,⚠️ CAUTION,0.5825,✋ FAIR,39.25,1.55,5.48,1.92,0.67,-17.70,0.93,47.0,4.57,-4.81,,,,-6.16,-8.07
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",WKEY,WISeKey International Holding AG,0.953,6,wkey (6x),0.6659645704848657,📈 TRENDING,0.8842020022271229,🎯 STRONG UPTREND,0.7192871937951354,✅ BUY,0.5800000000000001,✋ FAIR,10.37,21.57,11.87,57.12,72.83,393.81,1.69,65.3,59.01,75.66,,,,-70.25,-53.60
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",NOW,"ServiceNow, Inc.",0.953,16,now (16x),0.2804151896463428,🛑 AVOID,0.6645878710505353,📈 BULLISH SETUP,0.456629101037455,⚠️ CAUTION,0.6575000000000001,👍 GOOD,930.17,-0.96,1.38,1.26,-3.99,-2.17,0.98,54.8,1.50,-1.20,117.59,,,13.78,16.95
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",POST,"Post Holdings, Inc.",0.936,124,post (124x),0.34068860337605533,📊 CHOPPY,0.5785637454403073,👀 CONSOLIDATING,0.6091714253501066,👍 HOLD,0.5725,✋ FAIR,109.41,1.11,2.60,3.87,1.48,-1.62,0.77,57.3,1.84,-0.32,18.42,,,4.62,9.20
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",YOU,"Clear Secure, Inc.",0.916,19,you (19x),0.2588783111121079,🛑 AVOID,0.4087019769070004,⚠️ MIXED SIGNALS,0.698815299879367,✅ BUY,0.7375,👍 GOOD,31.30,-3.45,-1.32,-14.01,5.64,-9.25,1.57,51.6,-8.80,11.67,19.94,,154.00,21.17,130.19
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",C,Citigroup Inc.,0.904,29,c (29x),0.42477017879696843,📊 CHOPPY,0.6338705149697281,👀 CONSOLIDATING,0.9126470514163528,💎 STRONG BUY,0.78,⭐ EXCELLENT,98.78,2.16,-0.52,-3.26,3.50,64.85,1.08,51.6,0.90,19.94,13.87,,243.00,19.49,7.00
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",STRD,Strategy Inc,0.883,23,strategy (23x),0.33152522571576526,📊 CHOPPY,0.4752987432023596,⚠️ MIXED SIGNALS,0.5237879656648102,👍 HOLD,0.7549999999999999,⭐ EXCELLENT,79.86,1.09,0.64,1.73,-3.27,-2.99,0.95,21.2,1.15,0.00,,,1547.00,1036.61,18.01
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",STRF,Strategy Inc,0.883,23,strategy (23x),0.23382411205928186,🛑 AVOID,0.39109489199456415,⚠️ MIXED SIGNALS,0.6476637842907085,👍 HOLD,0.7549999999999999,⭐ EXCELLENT,110.21,0.05,0.18,0.16,1.99,24.42,0.83,24.3,-0.72,0.00,,,908.00,1036.61,18.01
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",MSTR,Strategy Inc,0.883,23,strategy (23x),0.36683549969375084,📊 CHOPPY,0.12893254726274364,🔻 DOWNTREND,0.3912586804833368,⚠️ CAUTION,0.735,👍 GOOD,289.08,1.46,-2.54,-3.86,-28.78,23.36,0.79,26.4,-11.61,-16.98,20.01,,,1036.61,18.01
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",STRK,Strategy Inc,0.883,23,strategy (23x),0.18700327028695213,🛑 AVOID,0.19302753646762283,🔻 DOWNTREND,0.532364502929647,👍 HOLD,0.7549999999999999,⭐ EXCELLENT,87.70,-0.79,-0.90,-2.73,-16.99,11.93,0.87,11.0,-5.49,0.00,,,905.00,1036.61,18.01
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",NET,"Cloudflare, Inc.",0.876,2,net (2x),0.32537547184788973,📊 CHOPPY,0.6358307119146956,👀 CONSOLIDATING,0.8203238183315226,💎 STRONG BUY,0.4825,⚠️ BELOW AVERAGE,217.85,0.32,2.26,-0.16,9.79,145.44,0.79,46.7,1.85,30.18,,,,-6.22,-11.04
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",U,Unity Software Inc.,0.871,10,u (10x),0.4940681499177732,⚡ VOLATILE,0.4646155620514699,⚠️ MIXED SIGNALS,0.7800759668582283,💎 STRONG BUY,0.5,⚠️ BELOW AVERAGE,37.29,2.76,5.73,-11.45,13.79,89.10,0.83,49.3,-6.91,31.82,,,,-24.38,-12.62
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",ICFI,"ICF International, Inc.",0.869,3,iii (3x),0.40380172332685094,📊 CHOPPY,0.4603207908866234,⚠️ MIXED SIGNALS,0.5048172020869481,👍 HOLD,0.635,✋ FAIR,90.11,-0.80,-0.67,-2.26,4.84,-46.08,1.89,37.3,-4.65,-2.98,15.84,,62.00,5.45,11.09
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",SPHR,Sphere Entertainment Co.,0.858,33,sec (33x),0.46858044701758406,⚡ VOLATILE,0.7631972570023895,🎯 STRONG UPTREND,0.7915050185328621,💎 STRONG BUY,0.5800000000000001,✋ FAIR,67.24,3.21,6.58,16.35,54.29,51.68,0.75,58.7,21.21,58.01,,,,-28.70,
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",SBXD,SilverBox Corp IV,0.838,7,sci (7x),0.2438693079724885,🛑 AVOID,0.6025689557212408,👀 CONSOLIDATING,0.6858362857968352,✅ BUY,0.5,⚠️ BELOW AVERAGE,10.54,-0.09,0.76,0.29,-1.13,5.40,0.02,61.9,0.54,1.26,,,,,
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",AG,First Majestic Silver Corp.,0.837,21,ag (21x),0.2868335243887973,🛑 AVOID,0.6617165011898498,📈 BULLISH SETUP,0.7699848173651346,💎 STRONG BUY,0.6925,👍 GOOD,12.84,-0.39,-10.58,10.03,49.82,67.87,0.78,50.0,14.68,62.14,,,15.00,1.78,1.06
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",STRZ,Starz Entertainment Corp.,0.834,33,sec (33x),0.4126226482938191,📊 CHOPPY,0.15123304499411871,🔻 DOWNTREND,0.42986685968845634,⚠️ CAUTION,0.53,✋ FAIR,11.64,-0.26,5.34,-17.56,-24.46,3.93,1.07,17.4,-11.59,0.00,,,,-19.22,-30.72
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",FORM,"FormFactor, Inc.",0.833,10,form (10x),0.3953316734259365,📊 CHOPPY,0.8076793249702815,🎯 STRONG UPTREND,0.6117586811098344,👍 HOLD,0.47500000000000003,⚠️ BELOW AVERAGE,43.17,0.77,-2.22,21.26,26.64,-3.62,1.04,51.7,24.18,28.81,75.74,,,5.75,4.53
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",LSCC,Lattice Semiconductor Corporation,0.828,1,lattice semiconductor (1x),0.263486316688776,🛑 AVOID,0.5331996730626749,👀 CONSOLIDATING,0.7362962433938689,✅ BUY,0.445,⚠️ BELOW AVERAGE,69.15,-0.65,-1.65,-4.04,28.56,27.25,0.73,37.5,0.69,20.37,300.65,,,6.48,4.57
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",T,AT&T Inc.,0.826,21,t (21x),0.33962303890552503,📊 CHOPPY,0.2621190225427139,🔻 DOWNTREND,0.5810345248975949,👍 HOLD,0.7425,👍 GOOD,25.14,2.11,-3.68,-10.21,-9.25,20.32,0.90,44.3,-9.32,-5.32,8.03,,451.00,17.87,19.14
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",SM,SM Energy Company,0.822,33,sec (33x),0.17762367964915007,🛑 AVOID,0.07331522242985643,🔻 DOWNTREND,0.3766862189333179,⚠️ CAUTION,0.8425,⭐ EXCELLENT,20.79,-3.39,-2.21,-23.17,-23.89,-50.70,0.74,20.4,-17.97,-24.79,3.04,,372.00,27.07,19.27
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",EVC,Entravision Communications Corporation,0.815,15,ecc (15x),0.18863400896727187,🛑 AVOID,0.14652352902710525,🔻 DOWNTREND,0.3972824600940762,⚠️ CAUTION,0.5925,✋ FAIR,2.00,-1.48,-0.99,-15.25,-14.66,1.78,0.53,26.5,-13.61,-6.05,,,985.00,-30.16,-75.89
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",CORP,PIMCO Investment Grade Corporate Bond Index Exchange-Traded Fund,0.811,43,corp (43x),0.2972005090111336,🛑 AVOID,0.6197993148974992,👀 CONSOLIDATING,0.7140349136952635,✅ BUY,0.55,✋ FAIR,99.49,0.11,0.13,1.60,4.01,7.72,1.16,79.2,1.41,4.79,,,469.00,,
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",PATH,UiPath Inc.,0.793,3,path (3x),0.6968517042302804,📈 TRENDING,0.8722875669466548,🎯 STRONG UPTREND,0.7175547919319322,✅ BUY,0.5125000000000001,✋ FAIR,16.48,6.74,3.45,35.75,35.30,33.44,1.46,58.7,26.52,31.87,549.33,,,1.35,1.15
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",NEXT,NextDecade Corporation,0.788,17,next (17x),0.18244011276536365,🛑 AVOID,0.08476803380346687,🔻 DOWNTREND,0.27684298382876266,❌ SELL/AVOID,0.45,⚠️ BELOW AVERAGE,5.83,-0.17,-5.05,-15.14,-48.50,-0.68,0.81,16.0,-26.03,-30.04,,,,,-14.47
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",AKR,Acadia Realty Trust,0.788,21,art (21x),0.2893541783472985,🛑 AVOID,0.6603168892197168,📈 BULLISH SETUP,0.540991837251371,👍 HOLD,0.505,✋ FAIR,19.89,0.05,3.00,0.04,7.03,-13.93,0.58,49.1,1.17,0.00,117.00,,402.00,5.23,-0.77
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",ARM,Arm Holdings plc,0.784,7,arm (7x),0.425516858214076,📊 CHOPPY,0.7333071405965521,📈 BULLISH SETUP,0.6270655518861069,👍 HOLD,0.5325,✋ FAIR,170.68,2.45,-0.48,21.35,4.60,18.73,0.96,59.5,13.95,22.89,251.00,,,16.96,11.03
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",LINK,"Interlink Electronics, Inc.",0.777,4,link (4x),0.2862912222662073,🛑 AVOID,0.4201058423860669,⚠️ MIXED SIGNALS,0.6770344032061676,✅ BUY,0.6125,✋ FAIR,9.79,-1.90,-2.30,-22.27,39.88,105.67,0.69,39.4,-2.96,31.02,,,,-13.98,-15.12
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",INFY,Infosys Limited,0.776,2,in fy (2x),0.3007093930665474,📊 CHOPPY,0.5230357091985198,👀 CONSOLIDATING,0.4786578828200926,⚠️ CAUTION,0.7549999999999999,⭐ EXCELLENT,17.48,-0.29,3.37,5.68,0.63,-18.09,0.47,60.2,3.80,-3.93,22.13,,297.00,16.58,29.03
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",SWAG,"Stran & Company, Inc.",0.770,7,sci (7x),0.2973660817454067,🛑 AVOID,0.619742157158041,👀 CONSOLIDATING,0.7863919495124791,💎 STRONG BUY,0.6425000000000001,✋ FAIR,1.77,-0.56,-1.39,3.51,19.59,59.46,1.17,40.0,0.47,34.05,,,,-2.19,-7.18
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",SPSC,"SPS Commerce, Inc.",0.766,7,sci (7x),0.29571937228105927,🛑 AVOID,0.48290482355478803,⚠️ MIXED SIGNALS,0.23824249190154922,❌ SELL/AVOID,0.625,✋ FAIR,112.24,-0.19,1.36,6.95,-17.77,-34.17,0.87,61.4,2.83,-16.42,51.49,,,11.79,10.04
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",IP,International Paper Company,0.763,12,ip (12x),0.31987717800743454,📊 CHOPPY,0.5461551085586738,👀 CONSOLIDATING,0.4959285616243712,⚠️ CAUTION,0.6425000000000001,✋ FAIR,48.87,-0.47,2.05,7.83,-11.37,4.29,1.09,72.6,3.70,-0.64,,,379.00,-0.12,-0.20
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",EMN,Eastman Chemical Company,0.762,15,ecc (15x),0.30103297123106837,📊 CHOPPY,0.3799232317334944,⚠️ MIXED SIGNALS,0.3707260388821446,⚠️ CAUTION,0.68,👍 GOOD,62.70,-0.60,1.88,2.27,-18.93,-38.06,0.89,46.3,-2.67,-18.86,8.87,,526.00,8.96,14.39
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",NX,Quanex Building Products Corporation,0.758,8,nx (8x),0.43440752310039993,📊 CHOPPY,0.4316417832549597,⚠️ MIXED SIGNALS,0.28678260752070506,❌ SELL/AVOID,0.6425000000000001,✋ FAIR,15.51,1.70,3.13,14.97,-21.25,-46.26,1.01,63.0,-5.78,-16.25,,,206.00,-15.45,-43.35
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",COM,Direxion Auspice Broad Commodity Strategy ETF,0.750,24,com (24x),0.2557929942282503,🛑 AVOID,0.6040718185865482,👀 CONSOLIDATING,0.6949553454320586,✅ BUY,0.55,✋ FAIR,29.21,-0.03,-0.09,1.95,4.37,3.74,0.63,55.9,3.04,4.11,,,324.00,,
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",MSFT,Microsoft Corporation,0.743,5,microsoft (5x),0.31059384755240266,📊 CHOPPY,0.6510826605834987,📈 BULLISH SETUP,0.7444874587967778,✅ BUY,0.8200000000000001,⭐ EXCELLENT,523.61,0.59,1.32,3.27,2.09,23.21,0.99,43.3,2.32,14.48,38.16,,70.00,36.15,33.28
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",EARN,Ellington Credit Company,0.737,15,ecc (15x),0.34663653321812676,📊 CHOPPY,0.4015499539106181,⚠️ MIXED SIGNALS,0.5937816898841365,👍 HOLD,0.5599999999999999,✋ FAIR,5.33,0.95,2.50,-4.98,-6.15,-8.98,0.75,55.1,-2.30,-1.96,19.04,,1818.00,-14.61,-2.82
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",ONTO,Onto Innovation Inc.,0.737,1,on to (1x),0.4737839311179109,⚡ VOLATILE,0.7711033635258503,🎯 STRONG UPTREND,0.6066887764850557,👍 HOLD,0.6,✋ FAIR,134.68,2.08,-0.73,5.28,35.44,-34.11,0.65,42.3,11.05,6.64,33.34,,,19.29,10.53
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",USE,USCF Energy Commodity Strategy Absolute Return Fund,0.730,15,use (15x),0.23306275909337287,🛑 AVOID,0.16266008294433523,🔻 DOWNTREND,0.42590291867963287,⚠️ CAUTION,0.55,✋ FAIR,25.86,0.60,-4.50,-13.58,-8.78,-5.81,0.43,25.4,-9.05,-5.83,,,3725.00,,
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,0.726,6,grid (6x),0.3793943899644678,📊 CHOPPY,0.6987741138981104,📈 BULLISH SETUP,0.7776158405647828,💎 STRONG BUY,0.55,✋ FAIR,156.62,1.08,0.76,5.80,8.34,27.08,1.09,56.9,5.46,19.38,28.01,,98.00,,
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",NYC,American Strategic Investment Co.,0.725,4,asic (4x),0.44810901311274604,📊 CHOPPY,0.3138122444265513,🔻 DOWNTREND,0.35541225278667243,⚠️ CAUTION,0.48,⚠️ BELOW AVERAGE,9.98,2.89,1.32,0.30,-26.35,11.63,0.58,52.4,-2.50,-9.43,,,,-166.56,-112.61
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",YEAR,AB Ultra Short Income ETF,0.719,14,year (14x),0.3033435163483707,📊 CHOPPY,0.6143863421278143,👀 CONSOLIDATING,0.7019755013145973,✅ BUY,0.55,✋ FAIR,50.69,0.09,0.03,0.50,1.33,4.81,1.22,74.6,0.44,1.91,,,465.00,,
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",ASAN,"Asana, Inc.",0.719,2,as an (2x),0.30672233460370346,📊 CHOPPY,0.6533840022456923,📈 BULLISH SETUP,0.47482259238188135,⚠️ CAUTION,0.5075,✋ FAIR,14.58,-0.41,-0.27,4.29,-2.15,23.04,1.00,49.8,3.67,-8.53,,,,-27.50,-80.55
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",INTC,Intel Corporation,0.718,1,intel (1x),0.527148749963965,⚡ VOLATILE,0.9549999999999998,🎯 STRONG UPTREND,0.7197437000245279,✅ BUY,0.505,✋ FAIR,38.28,0.31,0.47,12.62,84.93,68.78,2.02,57.9,26.01,61.64,1276.00,,,0.37,0.19
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",ROOT,"Root, Inc.",0.716,9,root (9x),0.21276421014345576,🛑 AVOID,0.14334550087969095,🔻 DOWNTREND,0.6351001112951262,👍 HOLD,0.6549999999999999,👍 GOOD,76.28,-1.40,-1.81,-16.42,-38.28,101.75,1.00,36.8,-14.44,-34.07,15.08,,,5.98,27.52
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",MADE,iShares U.S. Manufacturing ETF,0.712,11,made (11x),0.38059812463549825,📊 CHOPPY,0.6502916428133463,📈 BULLISH SETUP,0.7643405606551404,💎 STRONG BUY,0.55,✋ FAIR,30.55,1.32,3.24,6.61,8.03,23.62,0.19,58.8,5.67,17.49,26.51,,98.00,,
1,"sealsq, quantum, post, security, post quantum, semiconductors, statement, technology, semiconductor, cryptography",BEAT,"HeartBeam, Inc.",0.710,1,be at (1x),0.38962024013841584,📊 CHOPPY,0.565974415472834,👀 CONSOLIDATING,0.4119177382197266,⚠️ CAUTION,0.47,⚠️ BELOW AVERAGE,1.65,2.48,-1.79,0.00,29.92,-32.10,0.29,35.6,9.52,-1.52,,,,,-315.70
